"Id","Original_Text","Cleaned_Text"
526,"HD*From: David Middleton [mailto:David.Middleton@dh.com]   Sent: Friday, January 27, 2017 8:48 AM  To: Hema Dadlani <HDadlani@volt.com>  Subject: Automatic reply: D+H 9429934 Volt Invoices     Thanks for your emails. I will be out of the office on PTO Friday Jan. 26th. I will have limited email access. If you need immediate attention with Payment Services items please contact my cell at 205 368-8993.     Thanks David        From: Hema Dadlani   Sent: Friday, January 27, 2017 8:47 AM  To: 'David.Middleton@dh.com' <David.Middleton@dh.com>  Cc: Kristina Wingard <KWingard@Volt.com>  Subject: D+H 9429934 Volt Invoices     Hello David,     Please advise status on all invoices being emailed to Kapiniaris@aol.com on the enclosed emails.  Let me know if that is the correct email as so far non of the invoices have been paid for the two contractor Mandol, Shaheed & Grace Donald    Look forward to hearing back from you at your earliest     Thank you,     Hema Dadlani  Account Representative"," david middleton david middleton dh automatic reply invoices emails office pto limited access attention payment services items contact cell david david middleton dh kristina wingard invoices david advise status invoices kapiniaris aol enclosed emails correct invoices paid contractor mandol shaheed grace donald forward hearing back earliest account representative"
527,"GG STATUS 1-27-17  *Eml frm Mike ap, authorized signer out of the state, next pmt run next week. Coll to follw up. From: Gigi Garcia   Sent: Friday, January 27, 2017 8:47 AM  To: 'Mike Shuttleworth' <mike@stoke-house.com>; Justin Coverick <justin@stoke-house.com>  Cc: Rashmi Kaveramma <RKaveramma@Volt.com>  Subject: STOKEHOUSE UNLIMITED ACCT#9448498 ( OPEN ITEMS )     Hi Mike,    TGIF.   Thank you for the update below.  The following print screen, items dated 12-18 and 12-25 are the items that you will need to include on next weeks payment run.    Have a good one.             Thank you for the support.     Gigi Garcia  Customer Service Account Representative  Volt Information Sciences  Shared Accounting Services  (714)921-7450 tel  (714)921-5563fax  GigiGarcia@Volt.com     From: Mike Shuttleworth [mailto:mike@stoke-house.com]   Sent: Tuesday, January 24, 2017 4:05 PM  To: Gigi Garcia <GigiGarcia@Volt.com>  Cc: Justin Coverick <justin@stoke-house.com>  Subject: RE: STOKEHOUSE UNLIMITED ACCT#9448498 ( OPEN ITEMS )     Hi Gigi,     I have these invoices accounted for and will work on getting payment out. Unfortunately I will not be able to have anything sent out this week as our check signers are on the East Coast with trade shows. However, I’ll make Volt a priority to be paid when possible. Thanks!      MIKE SHUTTLEWORTH  Accounting/Finance Assistant        ________________    PH. 949-769-3700 EXT. 2036  mike@stoke-house.com"," status eml frm mike authorized signer state pmt run follw mike shuttleworth justin coverick stokehouse unlimited open items mike tgif update print screen items items include weeks payment run support customer service account representative information sciences shared accounting services fax mike shuttleworth mike stoke house justin coverick stokehouse unlimited open items invoices accounted work payment check signers east coast trade shows ill make priority paid mike shuttleworth accounting finance assistant ph ext mike stoke house "
528,"HD*From: Hema Dadlani   Sent: Friday, January 27, 2017 8:36 AM  To: Kristina Wingard <KWingard@Volt.com>  Subject: RE: D+H 9429934 Volt Statement Enclosed     No worries! I will follow up with him and copy you. Thanks     Hema Dadlani  Account Representative    Shared Accounting Services  Volt Information Sciences, Inc. | 2421 North Glassell Street | Orange, CA 92865  714-921-7430 Direct Line"," kristina wingard statement enclosed worries follow copy account representative shared accounting services information sciences north street orange direct line"
529,"11/6, 12/11  From: Paula Boerner   Sent: Friday, January 27, 2017 8:46 AM  To: 'Herrera, Esmeralda' <Esmeralda_Herrera@steris.com>  Subject: Steris # 9437299, 9/25 & 11/6    Hello Esmeralda,  As requested, please see the attached invoice copies #34483490, 34499018 and  34627639.    Thank you for the payment information.    Our payment terms are net 30.    INVOICE #, DATE  34483490, 11/6, Attached  34499018, 11/6, Attached  34627639, 12/11, Attached  34635643, 12/18, Due 1/17, to be paid on 2/1  34637136, 12/18,  34639549, 12/18,  34661391, 12/25, due 1/24/17, to be paid 2/8  34664529, 12/25,  34678053, 12/25,      ============"," herrera esmeralda steris esmeralda requested attached invoice copies payment information payment terms net invoice attached attached attached due paid due paid"
530,"GG STATUS 1-27-17  ( Coll has notifed customr of -438.40)  **Eml response frm Rachel ap contact pmt printed signer has been out of the office. Coll eml Rachel ap ?? pmt details and if the pmt has mailed out.    From: Gigi Garcia   Sent: Friday, January 27, 2017 8:43 AM  To: 'Rachel Mathison' <rmathison@CentonElectronics418.onmicrosoft.com>  Subject: (Important) CENTON ELECTRONICS INC acct#9428925 ( UNPAID INVOICES dated 12-4 thru 12-25 )     Hi Rachel,    TGIF.     Can you please provide the check number.  Has the payment mailed out.    Thank you for the support.     Gigi Garcia  Customer Service Account Representative  Volt Information Sciences  Shared Accounting Services  (714)921-7450 tel  (714)921-5563fax  GigiGarcia@Volt.com       From: Rachel Mathison [mailto:rmathison@CentonElectronics418.onmicrosoft.com]   Sent: Tuesday, January 24, 2017 5:35 PM  To: Gigi Garcia <GigiGarcia@Volt.com>  Subject: RE: (Important) CENTON ELECTRONICS INC acct#9428925 ( UNPAID INVOICES dated 12-4 thru 12-25 )     Hi Gigi,    These will be paid this week. I cut a check last week but the person who signs them has been out on business.      Respectfully,    Rachel Mathison, Staff Accountant      Tel: 949-855-9111  Dir: 949-699-2005  Fax: 949-855-0579"," status notifed customr eml response frm rachel contact pmt printed signer office eml rachel pmt details pmt mailed rachel mathison important centon electronics unpaid invoices rachel tgif provide check number payment mailed support customer service account representative information sciences shared accounting services fax rachel mathison rmathison centonelectronics onmicrosoft important centon electronics unpaid invoices paid cut check person signs business respectfully rachel mathison staff accountant dir fax"
531,"RK 01/27/17  From: Rashmi Kaveramma   Sent: Friday, January 27, 2017 10:10 PM  To: 'jcard@westernelectronics.com'  Cc: Irshad Ahmed  Subject: VOLT-0094460-WESTERN ELECTRONICS CORP     Hi,    Please find the below invoices and provided the payment details.    Invoice Date Invoice # Amount Due Due Date  12/25/2016 34680039 564.85  01/24/2017  12/25/2016 34661434 1,702.06  01/24/2017  01/01/2017 34684409 1,251.61  01/31/2017  01/01/2017 34687550 343.20  01/31/2017"," jcard westernelectronics western electronics corp find invoices provided payment details invoice invoice amount due due "
532,"GG STATUS 1-27-17  (1-20 coll resubmitted invs 12-11 and 12-18)  **Prevs discusson with Toni ap contact remaining itms due will pay out on Friday. Coll eml Toni ?? if on schedule.   From: Romano, Toni [mailto:Toni.Romano@readypac.com]   Sent: Friday, January 27, 2017 8:27 AM  To: Gigi Garcia <GigiGarcia@Volt.com>  Subject: RE: READY PAC PRODUCE account# 9446533 Volt br#43097 ( unpaid invoices )     Good Morning,  I will not know what is on the check run until after it prints this afternoon.  Will update you then.    Happy Friday!  Toni Romano-Garcia    Toni Romano-Garcia | Accounts Payable| Ready Pac Foods, Inc.  Office: 4401 Foxdale Ave., Irwindale, CA 91706  p: 626.678.2123| f: 626.856.0226 | email: Toni.romano@readypac.com"," status resubmitted invs prevs discusson toni contact remaining itms due pay eml toni schedule romano toni toni romano readypac ready pac produce account br unpaid invoices check run prints update happy toni romano toni romano accounts payable ready pac foods office foxdale ave irwindale toni romano readypac "
533,"LU    From: Ricky Persaud   Sent: Friday, January 27, 2017 6:30 AM  To: Linda Urieta <lurieta@volt.com>; Ricky Persaud <RPersaud@Maintech.com>  Cc: Modesta Perez <MPerez@Volt.com>  Subject: RE: Terix / Tusa Inc. Payment Update to Maintech ?    Hi Linda, no payment receive this week   Maintech managers will follow up with Terix payments  Thanks       Ricky P. Persaud  Credit and Collection Analyst  Tel: 516- 228- 6730  Cell: 917- 353 -2097     From: Linda Urieta   Sent: Thursday, January 26, 2017 6:31 PM  To: Ricky Persaud <RPersaud@Maintech.com>  Cc: Modesta Perez <MPerez@Volt.com>  Subject: RE: Terix / Tusa Inc. Payment Update to Maintech ?    Hi Ricky,    Any payment status?    Thanks,    Linda Urieta  Credit Supervisor  Six Sigma Yellow Belt","lu ricky persaud linda urieta ricky persaud terix tusa payment update maintech linda payment receive maintech managers follow terix payments ricky persaud credit collection analyst cell linda urieta ricky persaud terix tusa payment update maintech ricky payment status linda urieta credit supervisor sigma yellow belt"
534,"RS- ck 28396 $3871.92 in transit"," transit"
535,"CREDITS  CREDITS,need crdts on invs pd in full in error. Coll fwd to Lalita and Chetan.   From: Gigi Garcia   Sent: Friday, January 27, 2017 8:18 AM  To: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: FW: 43103 - Please Adjust Volt invoice # 34701653 for $278.40 Customer 9444488      From: SASBilling   Sent: Tuesday, January 24, 2017 9:13 AM  To: Megan Lizarraga <MLizarraga@volt.com>  Cc: SASBilling <SASBilling@Volt.com>; Chetan Kumar <ckumar@Volt.com>; Gigi Garcia <GigiGarcia@Volt.com>; Ismenia Fernandez <IFernandez@Volt.com>; Rikki Braden <RBraden@Volt.com>; Patricia Thomson <PThomson@Volt.com>  Subject: 43103 - Please Adjust Volt invoice # 34701653 for $278.40 Customer 9444488    Hi Megan,    Could you please help us with timecard copy and other supporting document with this regard.    Thank you,  Prakasha Venkatesh.","credits credits crdts invs pd full error fwd lalita chetan adjust invoice customer sasbilling megan lizarraga sasbilling chetan kumar ismenia fernandez rikki braden patricia thomson adjust invoice customer megan timecard copy supporting document regard prakasha venkatesh"
536,"LU    From: Linda Urieta   Sent: Friday, January 27, 2017 8:33 AM  To: Rashmi Kaveramma <RKaveramma@Volt.com>  Cc: Modesta Perez <MPerez@Volt.com>; Germaine Adkerson <GAdkerson@volt.com>  Subject: RE: Terravia Holdings # 9445132    Hi Rashmi,    This client is on high risk, would you please confirm status of payment on past due $9K?     Linda Urieta  Credit Supervisor  Six Sigma Yellow Belt","lu linda urieta adkerson terravia holdings client high risk confirm status payment past due linda urieta credit supervisor sigma yellow belt"
537,"GG STATUS 1-27-17  ( 1-16, recnt pmt pd 8-28 invs) (Reas for pmt delay apprvls hung up at apprvrs end)  **Itms 7-3 and prior dispute in place. Eml frm custmr wrkng on pmt for remaining balance.   From: Gigi Garcia   Sent: Friday, January 27, 2017 8:30 AM  To: SASBilling <SASBilling@Volt.com>  Cc: Raelene Rose <RRose@Volt.com>; Sofia Espinoza <SEspinoza@Volt.com>; 'Rhesa Reynolds' <Rhesa.Reynolds@mungerfarms.com>; Yuliana Valencia <Yuliana.Valencia@mungerfarms.com>; Diego Viramontes <Diego.Viramontes@mungerfarms.com>  Subject: (URGENT) CROWNE COLD STORAGE LLC acct#9453092 Volt br#43098 ( Total open balance due $496.23 )     Hello SAS,    When can the customer expect corrections for the following items.   # 33936159 6-5-16 $162.00  # 34024719 7-3-16 $90.00  # 34029796 7-3-16 $51.83       Thank you for the support.     Gigi Garcia  Customer Service Account Representative  Volt Information Sciences  Shared Accounting Services  (714)921-7450 tel  (714)921-5563fax  GigiGarcia@Volt.com       From: Rhesa Reynolds [mailto:Rhesa.Reynolds@mungerfarms.com]   Sent: Wednesday, January 25, 2017 11:43 AM  To: Gigi Garcia <GigiGarcia@Volt.com>; Yuliana Valencia <Yuliana.Valencia@mungerfarms.com>; Diego Viramontes <Diego.Viramontes@mungerfarms.com>  Cc: Raelene Rose <RRose@Volt.com>; Sofia Espinoza <SEspinoza@Volt.com>  Subject: RE: (URGENT) CROWNE COLD STORAGE LLC acct#9453092 Volt br#43098 ( Total open balance due $496.23 )     Good Morning Gigi,    I have attached a copy of an email string regarding the contesting of invoices 33936159 and 34024719.  I have again forwarded the other invoices to HR for their review and approval.    Thank you,    Rhesa Reynolds  Munger Farms  Monarch Nut Co.  786 Road 188  Delano, CA 93215  Office:(661) 725-6458 EXT 7092"," status recnt pmt pd invs reas pmt delay apprvls hung apprvrs end itms prior dispute place eml frm custmr wrkng pmt remaining balance sasbilling raelene rose sofia espinoza rhesa reynolds yuliana valencia diego viramontes urgent crowne cold storage llc br total open balance due sas customer expect corrections items support customer service account representative information sciences shared accounting services fax rhesa reynolds rhesa reynolds mungerfarms yuliana valencia diego viramontes raelene rose sofia espinoza urgent crowne cold storage llc br total open balance due attached copy string contesting invoices forwarded invoices hr review approval rhesa reynolds munger farms monarch nut road delano office ext"
538,"HD*From: Hema Dadlani   Sent: Friday, January 27, 2017 8:31 AM  To: Benjamin Nguyen <BNguyen@Volt.com>  Subject: FW: Daikin Invoice 34310074 9-18-16    Hi Benjamin,     Can you please advise if we have check below from the customer.    Thank you,     Hema Dadlani  Account Representative    Shared Accounting Services  Volt Information Sciences, Inc. | 2421 North Glassell Street | Orange, CA 92865  714-921-7430 Direct Line    From: Lum, Arlene J. [mailto:Arlene.Lum@daikinapplied.com]   Sent: Friday, January 27, 2017 2:37 AM  To: Hema Dadlani <HDadlani@volt.com>  Subject: RE: Daikin Invoice 34310074 9-18-16    Good morning.    This was paid on check 2300590 dated 11/11/16."," benjamin nguyen daikin invoice benjamin advise check customer account representative shared accounting services information sciences north street orange direct line lum arlene arlene lum daikinapplied daikin invoice paid check "
539,"RR_Credit Review (On CL100-299 Report)    Reduced credit line from $100K to $30K.        From: Modesta Perez   Sent: Thursday, January 26, 2017 4:57 PM  To: Ramiro Rivas <RRivas@Volt.com>  Cc: Linda Urieta <lurieta@volt.com>  Subject: FW: Division Stampings - #9450260 (CL100-299 Report)    Please reduce credit limit to 30k due to lack of volume.      --------------------------------------","rr credit review cl report reduced credit line ramiro rivas linda urieta division stampings cl report reduce credit limit due lack volume"
540,"From: Rosa Serna   Sent: Friday, January 27, 2017 8:28 AM  To: Jeannette Esposito <JMEsposito@Volt.com>  Subject: RE: VOLT 34406269 C# 9441213 ***past due  Importance: High    Hi Jeannette,    Any updates?  We really need to ensure that these payments are being made within the net30 terms.  This was due 11/15.  Thank you,        Rosa Serna  Account Representative  Shared Accounting Services    Volt Information Sciences, Inc. | 2421 North Glassell Street | Orange, CA 92865  t: 714.921.5803 | f: 714.921.7061 | rserna@volt.com    From: Jeannette Esposito   Sent: Friday, January 13, 2017 11:04 AM  To: Rosa Serna <RSerna@Volt.com>  Subject: RE: VOLT 34406269 C# 9441213 ***past due    HI Rosa   I will forward this to the manager     Best, Jeannette    Jeannette Esposito  Sales Manager NY/NJ   Six Sigma Champion"," rosa serna jeannette esposito past due importance high jeannette updates ensure payments made net terms due rosa serna account representative shared accounting services information sciences north street orange rserna jeannette esposito rosa serna past due rosa forward manager jeannette jeannette esposito sales manager ny nj sigma champion"
